injury_notes,injury_body_part,sport,injury_status,player_id,rotoworld_id,search_full_name,years_exp,fantasy_positions,search_rank,number,practice_participation,team,last_name,weight,birth_state,status,pandascore_id,depth_chart_order,position,stats_id,rotowire_id,first_name,college,high_school,search_last_name,gsis_id,sportradar_id,birth_city,fantasy_data_id,swish_id,birth_date,news_updated,metadata,search_first_name,hashtag,active,depth_chart_position,espn_id,yahoo_id,birth_country,full_name,practice_description,age,height,injury_start_date
,,nfl,,6694,,dernestjohnson,3,['RB'],263,30,,CLE,Johnson,208,,Active,,3,RB,839043,12678,D'Ernest,South Florida,Immokalee (FL),johnson, 00-0035628,f46e812f-14c6-4af8-9316-01a880adebc5,,21593,839043,1996-02-27,1653759322535,,dernest,#dernestjohnson-NFL-CLE-30,True,RB,3139602,32608,,D'Ernest Johnson,,26,70,
,,nfl,,7287,,joshhammond,2,['WR'],9999999,46,,PHI,Hammond,194,,Active,,,WR,,14784,Josh,Florida,Hallandale (FL),hammond,,32494eca-34f8-4d7f-88ee-e3319128e8e0,,22283,910379,1998-07-24,1652823951928,,josh,#joshhammond-NFL-PHI-46,True,,4034944,33127,,Josh Hammond,,23,72,
,,nfl,,4258,,conormcdermott,5,['OL'],9999999,69,,NYJ,McDermott,305,,Active,,3,OL,,11810,Conor,UCLA,The Ensworth School (TN),mcdermott,00-0033300,6993aad2-269c-4211-bee7-2fcd324288c5,,19104,691042,1992-10-19,1646870730370,,conor,#conormcdermott-NFL-NYJ-69,True,LT,2971584,30324,,Conor McDermott,,29,80,
,,nfl,Questionable,7088,,xavierjones,2,['RB'],492,0,,,Jones,208,,Active,,,RB,,14925,Xavier,Southern Methodist,Spring (TX),jones,,70110b01-060d-443d-b799-5d4edc9272de,,21839,877910,1997-08-24,1630527061394,,xavier,#xavierjones-NFL-FA-0,True,,3916209,33297,,Xavier Jones,,24,71,
,,nfl,,5408,,sergiobailey,4,['WR'],9999999,83,,,Bailey,190,,Active,,,WR,,13069,Sergio,Eastern Michigan,Olympian,bailey,00-0034609,df45a0dc-ab7f-4e42-a091-b49b37a266bd,,20505,,1994-03-20,1580256060302,,sergio,#sergiobailey-NFL-FA-83,True,,,900326,,Sergio Bailey,,27,72,
,,nfl,,5773,,khadarelhodge,4,['WR'],9999999,12,,ATL,Hodge,183,,Active,,2,WR,757521,13418,Khadarel,Prairie View A&M,Mendenhall (MS),hodge,00-0034854,6f124753-5c6c-454b-97c7-0f9b4d14e7c2,,20679,757521,1995-01-03,1648308933850,,khadarel,#khadarelhodge-NFL-ATL-12,True,LWR,3047876,31769,,Khadarel Hodge,,27,71,
,,nfl,,5946,,jameldean,3,['DB'],9999999,35,,TB,Dean,206,,Active,,1,CB,,13483,Jamel,Auburn,Cocoa (FL),dean, 00-0035699,278a0811-98b8-42d2-96e9-160b7f364ae0,,21064,866978,1996-10-15,1642194922961,,jamel,#jameldean-NFL-TB-35,True,RCB,3873935,31926,,Jamel Dean,,25,73,
,,nfl,,3318,11300,kevinhogan,6,['QB'],9999999,16,,HOU,Hogan,217,,Active,,,QB,598962,11058,Kevin,Stanford,Gonzaga College (DC),hogan,00-0032784,cd571cfc-9b44-4b69-a801-431db9aaa85e,,18079,598962,1992-10-20,1651697713973,,kevin,#kevinhogan-NFL-HOU-16,True,,2577128,29396,,Kevin Hogan,,29,75,
,,nfl,,667,5684,stevemclendon,13,"['LB', 'DL']",9999999,96,,,McLendon,310,,Active,,,DT,,7168,Steve,Troy,Carroll (AL),mclendon,00-0026564,cee49408-2e91-487a-a8ec-d3314ebf539d,,11767,291557,1986-01-03,1618428624230,,steve,#stevemclendon-NFL-FA-96,True,,12895,9673,,Steve McLendon,,36,75,
,,nfl,,2881,,tylerslavin,1,['WR'],9999999,13,,,Slavin,215,,Inactive,,,WR,542556,10861,Tyler,New Mexico Highlands,,slavin,,f02407dd-c6d9-4c88-885b-0fcf87fcbb33,,17349,,1992-01-29,,,tyler,#tylerslavin-NFL-FA-13,False,,2516911,29002,,Tyler Slavin,,26,"6'2""",
,,nfl,,748,,mikewilliams,9,['WR'],9999999,15,,,Williams,212,,Inactive,,,WR,,6513,Mike,Syracuse,,williams,,8d10b45b-8847-4c16-bfab-c8122e5f57e2,,12412,,1987-05-18,,,mike,#mikewilliams-NFL-FA-15,False,,13489,24076,,Mike Williams,,31,"6'1""",
,,nfl,IR,5951,,isaiahjohnson,3,['DB'],9999999,30,,,Johnson,210,,Active,,,CB,,13793,Isaiah,Houston,Rudder (TX),johnson, 00-0034980,079575a5-029c-4960-bd45-66cd63f659fb,,20833,831248,1995-12-20,1652725841161,,isaiah,#isaiahjohnson-NFL-FA-30,True,,3126182,31961,,Isaiah Johnson,,26,74,
,,nfl,,156,4319,williamgay,13,['DB'],9999999,25,,,Gay,187,,Inactive,,,CB,229499,6211,William,Louisville,James R. Rickards (FL),gay,00-0025557,a2907a39-139b-483f-8369-e278c26a6951,,4122,,1985-01-01,1534088707204,,william,#williamgay-NFL-FA-25,False,,10613,8424,,William Gay,,35,"5'10""",
,,nfl,,8296,,kaiirelam,0,['DB'],438,24,,BUF,Elam,195,,Active,,,DB,,15835,Kaiir,Florida,The Benjamin School (FL),elam,,17820ab6-c787-4c44-942e-6952c7a3ca4a,,,1174642,2001-05-05,1652448320045,{'source_id': 'f1b089b4-0bc4-4481-bcd6-931aa429b0d7'},kaiir,#kaiirelam-NFL-BUF-24,True,,,,,Kaiir Elam,,21,74,
,,nfl,,7764,,williambradleyking,1,"['LB', 'DL']",9999999,56,,WAS,Bradley-King,254,,Active,,,DE,,15480,William,Baylor,Hogan Preparatory Academy (MO),bradleyking,,16913d50-4fcd-401e-abb8-3a9fdfd24de5,,,912614,1997-12-22,1640219731640,,william,#williambradleyking-NFL-WAS-56,True,,,,,William Bradley-King,,24,75,
,,nfl,,1682,,cierrewood,7,['RB'],9999999,41,,,Wood,215,,Inactive,,,RB,509563,8629,Cierre,Notre Dame,Santa Clara (CA),wood,,37c05a5b-aead-4e8e-ac3d-47c8570f6a96,,15498,,1991-02-21,,,cierre,#cierrewood-NFL-FA-41,False,,16496,27313,,Cierre Wood,,29,"5'11""",
,,nfl,,4044,9343,scottlinehan,0,,9999999,0,,,Linehan,,,Inactive,,,,,,Scott,,,linehan,,,,18888,,,,,scott,#scottlinehan-NFL-FA-0,False,,,,,Scott Linehan,,,,
,,nfl,,4351,12501,timpatrick,5,['WR'],156,81,,DEN,Patrick,212,,Active,,1,WR,838179,12061,Tim,Utah,University City (CA),patrick,00-0033375,2a443351-5e63-4a49-819e-912b51a745f2,,19207,838179,1993-11-23,1647872124425,{'injury_override_regular_2020_5': 'COV'},tim,#timpatrick-NFL-DEN-81,True,RWR,3134353,30511,,Tim Patrick,,28,76,
,,nfl,,4136,12277,rasuldouglas,5,['DB'],9999999,29,,GB,Douglas,209,,Active,,1,CB,,12013,Rasul,West Virginia,East Orange (NJ),douglas,00-0033551,ff89ab1d-4c9c-4e8b-943d-6a9305c5793e,,18982,895617,1995-08-29,1647729911464,,rasul,#rasuldouglas-NFL-GB-29,True,RCB,3943270,30212,,Rasul Douglas,,26,74,
,,nfl,,3542,,deandrereaves,0,['WR'],9999999,88,,,Reaves,180,,Inactive,,,WR,696409,11488,Deandre,Marshall,,reaves,,e7f679fc-6809-478a-ba62-76ce8930ac40,,18310,,1992-04-30,,,deandre,#deandrereaves-NFL-FA-88,False,,2979200,29529,,Deandre Reaves,,26,"5'10""",
,,nfl,,561,,cassiusvaughn,10,['DB'],9999999,20,,,Vaughn,195,,Inactive,,,CB,,7172,Cassius,Mississippi,Memphis East (TN),vaughn,,0fedaa7f-31e9-4084-9546-24b9555c8261,,11199,,1987-11-03,,,cassius,#cassiusvaughn-NFL-FA-20,False,,13797,24382,,Cassius Vaughn,,32,"5'11""",
,,nfl,,6373,,ajrichardson,3,['WR'],9999999,0,,,Richardson,212,,Active,,,WR,824132,14043,A.J.,Boise State,Narbonne (CA),richardson, 00-0035491,3ad7f1fa-2389-4cea-94a1-28c5479ca542,,21318,824132,1995-06-02,1630344935604,,aj,#ajrichardson-NFL-FA-0,True,,3124369,32159,,A.J. Richardson,,26,72,
,,nfl,,4274,12427,davidmoore,5,['WR'],9999999,18,,CHI,Moore,219,,Active,,3,WR,1049915,12216,David,East Central (OK),Gainesville (TX),moore,00-0033589,aecc1809-4628-4c3a-8b2b-c8f2858d2492,,19120,1049915,1995-01-15,1650587111142,,david,#davidmoore-NFL-CHI-18,True,RWR,4212909,30339,,David Moore,,27,72,
,,nfl,,5201,,terryswanson,4,['RB'],9999999,42,,,Swanson,205,,Active,,,RB,833513,13021,Terry,Toledo,Aliquippa,swanson,00-0034632,878d42bc-8f58-41b2-9179-46a0c834e219,,20136,,1996-08-06,1535742407291,,terry,#terryswanson-NFL-FA-42,True,,3126113,31590,,Terry Swanson,,25,70,
,,nfl,,7403,,lukejuriga,2,['OL'],9999999,0,,,Juriga,301,,Active,,,C,,14876,Luke,Western Michigan,Marmion Academy (IL),juriga,,1144d517-25dd-4b04-b316-d0bfc0d0c36f,,22388,885935,1997-06-07,1638319846569,,luke,#lukejuriga-NFL-FA-0,True,,3916744,32965,,Luke Juriga,,24,76,
,,nfl,,3581,,marquislucas,6,['OL'],9999999,72,,,Lucas,313,,Active,,,OT,,11325,Marquis,West Virginia,Miami Central,lucas,,fc0325d2-cc5e-48f6-a494-506bb14c8df1,,18360,,1993-03-25,,,marquis,#marquislucas-NFL-FA-72,True,,2581819,29554,,Marquis Lucas,,28,76,
,,nfl,,8885,,tuckerfisk,0,['DL'],693,43,,ATL,Fisk,285,,Active,,,DE,,16627,Tucker,Stanford,Davis Senior (CA),fisk,,5d01b190-d51e-11ec-8f44-c7121c9cec59,,,1060299,,1652751944985,,tucker,#tuckerfisk-NFL-ATL-43,True,,,,,Tucker Fisk,,,76,
,,nfl,,5713,,mikejones,4,['DB'],9999999,23,,,Jones,187,,Active,,,CB,,13313,Mike,Temple,Milford Mill,jones,00-0034701,47abba7f-63e6-41e5-ac8f-9b3f274db595,,20625,,1995-09-01,,,mike,#mikejones-NFL-FA-23,True,,3920576,31703,,Mike Jones,,26,71,
,,nfl,,3907,,kylerkerbyson,0,['OL'],9999999,60,,,Kerbyson,317,,Inactive,,,OT,,11607,Kyler,Tennessee,,kerbyson,,31836178-f327-4cce-b739-7feb3a5d3300,,18733,,,,,kyler,#kylerkerbyson-NFL-FA-60,False,,,30036,,Kyler Kerbyson,,,"6'4""",
,,nfl,,7650,,dillonradunz,1,['OT'],9999999,75,,TEN,Radunz,301,,Active,,1,OL,,15504,Dillon,North Dakota State,Becker (MN),radunz,,88c9dc8c-2952-4e7c-8677-f29e30d15309,,,943919,1998-03-28,1619835343920,,dillon,#dillonradunz-NFL-TEN-75,True,RT,,,,Dillon Radunz,,24,78,
,,nfl,,5538,,fredlauina,4,['OL'],9999999,60,,,Lauina,315,,Active,,,G,,13144,Fred,Oregon State,Tafuna,lauina,00-0034254,19dd5977-ff82-4fa9-baa3-643a0c49e615,,20571,,1995-05-17,,,fred,#fredlauina-NFL-FA-60,True,,3056493,31458,,Fred Lauina,,26,76,
,,nfl,,7293,,luqbarcoo,2,['DB'],9999999,31,,KC,Barcoo,175,,Active,,,CB,,14950,Luq,San Diego State,Castle Park (CA),barcoo,,56d8015b-aed7-4a46-868e-a85672cde790,,22289,1122033,1998-07-27,1642549508857,,luq,#luqbarcoo-NFL-KC-31,True,,4361499,33115,,Luq Barcoo,,23,73,
,,nfl,,7439,,tommyhudson,2,['TE'],9999999,89,,TEN,Hudson,255,,Active,,,TE,,15159,Tommy,Arizona State,Archbishop Mitty (CA),hudson,,62d557bc-ee99-4703-83f8-e7b1ca0c89e7,,22418,865636,1997-02-22,1651882210481,{'injury_override_regular_2020_5': 'Active'},tommy,#tommyhudson-NFL-TEN-89,True,,3675550,33340,,Tommy Hudson,,25,77,
,,nfl,,6832,,kalijalipscomb,2,['WR'],9999999,19,,,Lipscomb,200,,Active,,,WR,,14640,Kalija,Vanderbilt,Jesuit (LA),lipscomb,,528b6f5c-7043-4c5a-bb04-7314b1e0f155,,21716,,1997-10-06,1628815218411,,kalija,#kalijalipscomb-NFL-FA-19,True,,4035277,32946,,Kalija Lipscomb,,24,73,
,,nfl,,188,1657,elimanning,16,['QB'],9999999,10,,,Manning,218,,Active,,,QB,246051,3763,Eli,Mississippi,Isidore Newman (LA),manning,00-0022803,6cb6226e-f08c-4192-95f1-69709ed686c6,,4932,,1981-01-03,1579739719326,,eli,#elimanning-NFL-FA-10,False,,5526,6760,,Eli Manning,,39,"6'5""",
,,nfl,,8574,,brandonsebastian,0,['DB'],9999999,38,,LAC,Sebastian,245,,Active,,,CB,,16319,Brandon,Boston College,Cheshire Academy (CT),sebastian,,0a8e3140-ca2e-11ec-91ee-43f06263964e,,,1060558,,,,brandon,#brandonsebastian-NFL-LAC-38,True,,,,,Brandon Sebastian,,,77,
,,nfl,,2317,10339,dannyshelton,7,['DL'],9999999,75,,,Shelton,345,,Active,,,DT,608018,10310,Danny,Washington,Auburn (WA),shelton,00-0032143,cb491475-1814-4914-9777-fb865ae0d70b,,16773,608018,1993-08-20,1641468915693,,danny,#dannyshelton-NFL-FA-75,True,,2578384,28400,,Danny Shelton,,28,74,
,,nfl,,4897,9488,deanpees,0,,9999999,0,,,Pees,,,Inactive,,,,,,Dean,,,pees,,,,19767,,,,,dean,#deanpees-NFL-FA-0,False,,,,,Dean Pees,,,,
,,nfl,,3609,,chrisking,0,['WR'],9999999,0,,,King,202,,Inactive,,,WR,,11618,Chris,Duquesne,,king,,41ce26a1-1afc-4c4f-976f-48c87a526c36,,18396,,1993-12-13,,,chris,#chrisking-NFL-FA-0,False,,,,,Chris King,,24,"6'0""",
,,nfl,,6017,,damarkuslodge,3,['WR'],9999999,0,,,Lodge,202,,Active,,,WR,884088,13658,DaMarkus,Mississippi,Cedar Hill (TX),lodge, 00-0035475,aa916eb5-53cf-4895-b979-540f433be2e1,,20860,,1997-05-12,1599409559842,,damarkus,#damarkuslodge-NFL-FA-0,True,,3930064,32483,,DaMarkus Lodge,,24,74,
,,nfl,,8516,,christianholmes,0,['DB'],9999999,34,,WAS,Holmes,205,,Active,,,CB,,16289,Christian,Oklahoma State,McNair (GA),holmes,,22effc00-f043-4e99-926b-88b3d67aced2,,,920074,1997-09-14,1651360520280,,christian,#christianholmes-NFL-WAS-34,True,,,,,Christian Holmes,,24,73,
,,nfl,,5633,,nylesmorgan,4,['LB'],9999999,47,,,Morgan,245,,Active,,,ILB,,13239,Nyles,Notre Dame,Crete-Monee,morgan,00-0034595,8044439b-4873-4d1a-ba45-0e3365d889cc,,20261,,1996-08-16,1534894224546,,nyles,#nylesmorgan-NFL-FA-47,True,,3129306,31661,,Nyles Morgan,,25,73,
,,nfl,,8807,,bigkatbryant,0,['DL'],9999999,59,,DAL,Bryant,245,,Active,,,DE,,16238,Big Kat,UCF,Crisp County (GA),bryant,,8f03abd0-d311-11ec-8b77-45b1765fd110,,,1386004,,,,bigkat,#bigkatbryant-NFL-DAL-59,True,,,,,Big Kat Bryant,,,77,
,,nfl,,2705,,anthonyjefferson,0,['DB'],9999999,46,,,Jefferson,198,,Inactive,,,S,,10620,Anthony,UCLA,,jefferson,,f07bdacd-b899-46e3-8189-435f224a4017,,17173,,1992-05-11,,,anthony,#anthonyjefferson-NFL-FA-46,False,,2510861,,,Anthony Jefferson,,25,"6'1""",
,,nfl,,3439,,jakebrendel,6,['OL'],9999999,64,,SF,Brendel,299,,Active,,2,OL,,10918,Jake,UCLA,Plano East (TX),brendel,00-0032701,658f1215-e84a-4170-aaea-a6e8bacc8ff5,,18203,605060,1992-09-10,1630608010359,,jake,#jakebrendel-NFL-SF-64,True,C,2577185,29887,,Jake Brendel,,29,76,
,,nfl,,3610,,givensprice,6,['OL'],9999999,78,,,Price,310,,Inactive,,,G,,11298,Givens,Nebraska,Alief Taylor (TX),price,00-0032503,a4bf7889-f726-4bb7-a390-c962d6cc04bf,,18397,,1994-10-03,,,givens,#givensprice-NFL-FA-78,False,,2576355,29583,,Givens Price,,27,76,
,,nfl,,7165,,andrewdickinson,2,['OL'],9999999,63,,,Dickinson,308,,Active,,,G,,15100,Andrew,Findlay,Ashland (OH),dickinson,,5c43378f-ff09-466d-b767-150d3c3e620e,,22167,,1997-05-05,,,andrew,#andrewdickinson-NFL-FA-63,True,,,33076,,Andrew Dickinson,,24,75,
,,nfl,,873,,rahimmoore,9,['DB'],9999999,20,,,Moore,195,,Inactive,,,FS,,7524,Rahim,UCLA,Susan Miller Dorsey (CA),moore,,6d54b233-5b67-4e16-9b4d-7e32f28abd07,,13024,,1990-02-11,,,rahim,#rahimmoore-NFL-FA-20,False,,14050,24832,,Rahim Moore,,30,"6'1""",
,,nfl,,1994,,chrissmith,8,['DL'],9999999,92,,,Smith,266,,Active,,,DE,555584,9409,Chris,Arkansas,West Rowan (NC),smith,00-0031264,df08d4a5-2979-469d-9775-ed34fc3f43ee,,16265,555584,1992-02-11,1640273135941,,chris,#chrissmith-NFL-FA-92,True,,16917,27687,,Chris Smith,,30,73,
,,nfl,,7896,,donovanstiner,1,['DB'],9999999,37,,PIT,Stiner,210,,Active,,3,DB,,15645,Donovan,Florida,Bellaire,stiner,,38611281-fd6a-4b36-bc10-712b128e78af,,,975041,1999-02-11,,,donovan,#donovanstiner-NFL-PIT-37,True,FS,,,,Donovan Stiner,,23,74,
,,nfl,,2001,9581,kapribibbs,8,['RB'],9999999,22,,,Bibbs,203,,Inactive,,,RB,590943,9238,Kapri,Colorado State,Plainfield North (IL),bibbs,00-0031102,4402b8d5-d6bf-43d0-9198-651506abba76,,16273,,1993-01-10,1573325156096,,kapri,#kapribibbs-NFL-FA-22,False,,16969,27821,,Kapri Bibbs,,29,71,
,,nfl,,1388,8408,tylereifert,9,['TE'],339,88,,,Eifert,255,,Inactive,,,TE,508968,8782,Tyler,Notre Dame,Bishop Dwenger (IN),eifert,00-0030549,14ecf9dd-3a77-4847-8e62-407cd1182f1c,,14918,,1990-09-08,1614048614834,,tyler,#tylereifert-NFL-FA-88,True,,15788,26644,,Tyler Eifert,,31,78,
,,nfl,,3551,,maxwittek,0,['QB'],9999999,6,,,Wittek,220,,Inactive,,,QB,591848,11485,Max,Hawaii,,wittek,,2fb8d62d-f01c-4477-af7f-bd93e40fb3c2,,18322,,1993-07-31,,,max,#maxwittek-NFL-FA-6,False,,2577244,29515,,Max Wittek,,25,"6'3""",
,,nfl,,2426,,dorangrant,5,['DB'],9999999,35,,,Grant,200,,Inactive,,,CB,606479,10421,Doran,Ohio State,St. Vincent-St. Mary (OH),grant,00-0031944,207d740a-6c64-449a-bd24-b90aa85934d3,,16882,,1992-11-30,,,doran,#dorangrant-NFL-FA-35,False,,2576385,28509,,Doran Grant,,27,"5'10""",
,,nfl,,3445,,marcusjohnson,6,['WR'],9999999,6,,SF,Johnson,207,,Active,,2,WR,691348,11534,Marcus,Texas,Clear Springs (TX),johnson,00-0032980,fcfa9d4b-3e09-46ac-b4b6-77d70a5f304c,,18209,691348,1994-08-05,1649355623350,,marcus,#marcusjohnson-NFL-SF-6,True,LWR,2971718,29678,,Marcus Johnson,,27,73,
,,nfl,,2676,,zachvigil,7,['LB'],9999999,56,,,Vigil,238,,Inactive,,,LB,544486,10381,Zach,Utah State,Clearfield (UT),vigil,00-0031728,775d6455-bc3c-4fd0-9adf-ae105f71fc95,,17144,,1991-03-28,1539882652330,,zach,#zachvigil-NFL-FA-56,False,,2517389,28916,,Zach Vigil,,30,74,
,,nfl,,6467,,jonathanharris,3,['DL'],9999999,92,,DEN,Harris,295,,Active,,2,DT,,14144,Jonathan,Lindenwood,Waubonsie Valley (IL),harris, 00-0035073,29815a83-1d6b-4e1b-b1c6-9bf44e7166c9,,21466,1166012,1996-08-04,1641084605614,{'injury_override_regular_2020_5': 'COV'},jonathan,#jonathanharris-NFL-DEN-92,True,DE,4422407,32254,,Jonathan Harris,,25,77,
,,nfl,,4786,,jhajuanseales,5,['WR'],9999999,0,,,Seales,205,,Active,,,WR,,12180,Jhajuan,Oklahoma State,Memorial (TX),seales,,38561e86-2763-49ee-bd08-b74b0f6b24b3,,19438,,1993-11-26,1508894461535,,jhajuan,#jhajuanseales-NFL-FA-0,True,,2977745,30727,,Jhajuan Seales,,28,72,
,,nfl,,8655,,sethvernon,0,['P'],9999999,37,,ATL,Vernon,230,,Active,,,P,,,Seth,Portland State,Maria Carrillo (CA),vernon,,3a997b20-cc80-11ec-8d55-87af3a9174bd,,,1168524,,,,seth,#sethvernon-NFL-ATL-37,True,,,,,Seth Vernon,,,77,
,,nfl,,5229,,henretoliver,4,['DB'],9999999,38,,,Toliver,190,,Inactive,,,DB,,12960,Henre',Arkansas,Archbishop Rummel,toliver,00-0034093,b0a7f6dc-0409-43fb-81c7-fbd8629445a3,,20143,,1996-10-21,1567821923486,,henre,#henretoliver-NFL-FA-38,True,,3128687,31375,,Henre' Toliver,,25,72,
,,nfl,,303,4930,johnsullivan,14,['OL'],9999999,65,,,Sullivan,310,,Inactive,,,C,,6404,John,Notre Dame,Greenwich (CT),sullivan,00-0026327,7f87c105-e608-4911-8897-31cc5a443175,,7509,,1985-08-08,1551901840169,,john,#johnsullivan-NFL-FA-65,False,,11421,8964,,John Sullivan,,36,76,
,,nfl,,8722,,jonalexander,0,['DB'],9999999,16,,CHI,Alexander,217,,Active,,,DB,,16463,Jon,Charlotte,Trimble Tech (TX),alexander,,bb6979f0-cfa8-11ec-a024-8f80a1cdd928,,,1162582,,,,jon,#jonalexander-NFL-CHI-16,True,,,,,Jon Alexander,,,74,
Jordan has landed on the injured reserve list due to an unspecified injury.,,nfl,,6524,,jamirejordan,3,['WR'],9999999,0,,,Jordan,170,,Active,,,WR,838444,14181,Jamire,Fresno State,Highland,jordan,,91bd5e05-4549-4202-bf7b-6bbd335d038d,,21381,,,1558277108110,,jamire,#jamirejordan-NFL-FA-0,True,,3124538,32361,,Jamire Jordan,,,71,
,,nfl,Questionable,6146,,kadensmith,3,['TE'],9999999,82,,NYG,Smith,249,,Inactive,,,TE,924018,13516,Kaden,Stanford,Marcus (TX),smith, 00-0034988,7bb7f5e7-f00e-47d8-954d-90bf5baf4292,,20946,924018,1997-04-24,1647182417606,,kaden,#kadensmith-NFL-NYG-82,True,,4044452,32008,,Kaden Smith,,24,77,
,,nfl,,4925,,jordanwade,1,['OL'],9999999,0,,OAK,Wade,311,,Active,,,G,,,Jordan,Oklahoma,,wade,,,,19313,,,,,jordan,#jordanwade-NFL-OAK-0,True,,,30636,,Jordan Wade,,,"6'3""",
,,nfl,,2977,,collinrahrig,1,['OL'],9999999,64,,,Rahrig,291,,Inactive,,,G,,10742,Collin,Indiana,,rahrig,,f2d5cb5d-f14e-462a-92f8-bb14215c9c32,,17475,,1991-10-31,,,collin,#collinrahrig-NFL-FA-64,False,,,28668,,Collin Rahrig,,26,"6'2""",
,,nfl,,8039,,jibriblount,1,['TE'],,0,,,Blount,230,,Active,,,TE,,15692,Jibri,North Carolina Central,St. Vincent-St. Mary (OH),blount,,773edf56-467e-4eb8-9bd6-c8c5ba93f68b,,,,1996-10-21,1627354261911,{'rookie_year': '2021'},jibri,#jibriblount-NFL-FA-0,True,,,,,Jibri Blount,,25,79,
,,nfl,,3615,,sionehouma,0,['RB'],9999999,39,,,Houma,252,,Inactive,,,RB,696133,11505,Sione,Michigan,,houma,,1fceb08d-a00b-4e4e-9b51-4193967f6597,,18402,,1994-06-21,,,sione,#sionehouma-NFL-FA-39,False,,2977614,29851,,Sione Houma,,24,"5'11""",
,,nfl,,5372,,djreed,4,['DB'],9999999,4,,NYJ,Reed,188,,Active,,1,CB,,12505,D.J.,Kansas State,Independence (CA),reed,00-0034384,17664e93-8236-4eb0-9505-4e71f43b5a7d,,19953,946841,1996-11-11,1653066020630,,dj,#djreed-NFL-NYJ-4,True,RCB,3139387,31112,,D.J. Reed,,25,69,
,,nfl,,2148,9562,khyrithornton,6,['DL'],9999999,95,,,Thornton,315,,Inactive,,,DT,512985,9606,Khyri,Southern Mississippi,Bay (FL),thornton,,9d634077-7caf-4bd8-9cd7-661f016311bf,,16493,,1989-11-21,1514049301397,,khyri,#khyrithornton-NFL-FA-95,False,,16756,27613,,Khyri Thornton,,30,"6'3""",
,,nfl,,5126,,austinproehl,4,['WR'],9999999,87,,NYG,Proehl,175,,Active,,,WR,823135,13016,Austin,North Carolina,Providence (NC),proehl,00-0034442,fc7f8c60-4fc2-45d1-9611-e803dbb1611e,,20052,823135,1996-06-17,1644962712982,,austin,#austinproehl-NFL-NYG-87,True,,3116680,31225,,Austin Proehl,,25,70,
,,nfl,,4747,,steviedonatell,5,['TE'],9999999,87,,,Donatell,235,,Active,,,TE,691675,,Stevie,Western Kentucky,Highlands (CO),donatell,,28f28af2-db5b-4c4f-b54b-3dd0651d21a6,,19665,,1994-03-05,,,stevie,#steviedonatell-NFL-FA-87,True,,2970133,30897,,Stevie Donatell,,27,78,
,,nfl,,5202,,jarydjonessmith,4,['OL'],9999999,61,,BAL,Jones-Smith,345,,Active,,3,T,,12679,Jaryd,Pittsburgh,West Catholic (PA),jonessmith,00-0034628,c0561c0e-ca00-48bf-a38b-2636451c1640,,20137,742400,1995-09-03,1581394856442,,jaryd,#jarydjonessmith-NFL-BAL-61,True,LT,3045160,31583,,Jaryd Jones-Smith,,26,79,
,,nfl,,3398,,kennylawler,6,['WR'],9999999,11,,,Lawler,195,,Active,,,WR,690968,10749,Kenny,California,Upland (CA),lawler,,bd0d16ba-cb86-4f49-8064-bb17cedef96b,,18159,,1994-06-25,,,kenny,#kennylawler-NFL-FA-11,True,,2978201,29477,,Kenny Lawler,,27,75,
,,nfl,,5082,,simeonthomas,4,['DB'],1375,38,,,Thomas,197,,Inactive,,,CB,736989,12991,Simeon,Louisiana-Lafayette,Carol City (FL),thomas,00-0034276,c0520c25-b89b-4f4b-a905-dd0c5612cf88,,19971,,1993-09-22,1600125303710,,simeon,#simeonthomas-NFL-FA-38,True,,3042496,31158,,Simeon Thomas,,28,75,
,,nfl,Questionable,7769,,wyatthubert,1,['DL'],9999999,56,,CIN,Hubert,258,,Active,,3,DE,,15457,Wyatt,Kansas State,Shawnee Heights (KS),hubert,,f94e5435-8cfe-411d-97c4-b5324f7f3a54,,,977914,1998-06-13,1630522560701,,wyatt,#wyatthubert-NFL-CIN-56,True,LDE,,,,Wyatt Hubert,,23,75,
,,nfl,,5619,,dalyndawkins,4,['RB'],1497,28,,,Dawkins,185,,Active,,,RB,749064,13293,Dalyn,Colorado State,Trinity (KY),dawkins,00-0034654,12c39c1f-d579-4bd5-b736-62afd23b8208,,20600,,1994-12-12,1608771051119,,dalyn,#dalyndawkins-NFL-FA-28,True,,3052449,31620,,Dalyn Dawkins,,27,67,
,,nfl,,3736,,arturouzdavinis,6,['OL'],9999999,65,,,Uzdavinis,305,,Active,,,OT,,11478,Arturo,Tulane,Jesuit (FL),uzdavinis,,23df9fc6-0fc7-4ad8-9f64-e4c8b939859f,,18547,,1992-11-02,,,arturo,#arturouzdavinis-NFL-FA-65,True,,2575421,29809,,Arturo Uzdavinis,,29,79,
,,nfl,,3415,11638,jonathanjones,6,['DB'],9999999,31,,NE,Jones,190,,Active,,1,DB,,11081,Jonathan,Auburn,Carrollton (GA),jones,00-0032580,537c88d4-c403-43f4-94a1-fdccea0ee24a,,18177,683400,1993-09-20,1653327611475,{'injury_override_regular_2020_5': 'COV'},jonathan,#jonathanjones-NFL-NE-31,True,NB,2971027,29875,,Jonathan Jones,,28,70,
